Place,Competitor,DOB,Nationality,Score,Date,res,city
2358,Arnaud NEGRE,1990,FRA,856, 24 SEP 2023,819, Montbéliard
2358,Arnaud NEGRE,1990,FRA,856, 07 JUN 2023,774, Stade Adolphe Cheron
2358,Arnaud NEGRE,1990,FRA,856, 26 MAR 2023,843, Houilles
2359,Taketo TAKASHIMA,04 Mar 1987,JPN,856, 23 APR 2023,821, Nagano
2360,Ricardo BERNARDES,,POR,856, 24 SEP 2023,850, Berlin
2360,Ricardo BERNARDES,,POR,856, 12 MAR 2023,838, Lisboa - Mass Race
2361,Jinlong PAN,10 Aug 1995,CHN,856, 29 OCT 2023,859, Chengdu
2361,Jinlong PAN,10 Aug 1995,CHN,856, 09 APR 2023,833, Yangling
2362,Hao TONG,,CHN,856, 17 DEC 2023,854, Hangzhou
2362,Hao TONG,,CHN,856, 26 NOV 2023,858, Shaoxing
2363,Bert TIPPI,1990,EST,855, 09 SEP 2023,796, Tallinn
2364,Chris JEUKEN,,IRL,855, 03 DEC 2023,896, Valencia
2365,Alejandro LLAMAZARES,26 Jan 1982,ESP,855, 03 DEC 2023,884, Valencia
2365,Alejandro LLAMAZARES,26 Jan 1982,ESP,855, 22 OCT 2023,826, Valencia
2366,Charles PERRAULT,06 Apr 1994,FRA,855, 08 OCT 2023,827, Paris
2366,Charles PERRAULT,06 Apr 1994,FRA,855, 03 JUN 2023,D, Stade Complexe Sportif Jean-Paul Chasseboeuf
2366,Charles PERRAULT,06 Apr 1994,FRA,855, 02 APR 2023,824, Paris
2366,Charles PERRAULT,06 Apr 1994,FRA,855, 05 MAR 2023,890, Paris
2367,Yijin LIU,05 Nov 2004,CHN,855, 22 SEP 2024,836, Hengshui
2367,Yijin LIU,05 Nov 2004,CHN,855, 25 FEB 2024,875, Meishan
2368,Alejandro ALVAREZ,,ESP,855, 03 DEC 2023,871, Valencia
2369,Simon MARTINEZ,,MEX,855, 19 NOV 2023,786, Monterrey
2369,Simon MARTINEZ,,MEX,855, 24 SEP 2023,841, Berlin
2370,Jesus PONCE,,ESP,855, 03 DEC 2023,867, Valencia
2370,Jesus PONCE,,ESP,855, 22 OCT 2023,844, Valencia
2370,Jesus PONCE,,ESP,855, 16 APR 2023,844, Zaragoza
2371,Tanguy LE FLOCH,1994,FRA,855, 03 DEC 2023,844, Valencia
2371,Tanguy LE FLOCH,1994,FRA,855, 19 MAR 2023,768, Lille
2372,Frankie BIONDO,,USA,855, 08 OCT 2023,865, Chicago
2373,Baptiste CHASTELIER,1998,FRA,855, 03 DEC 2023,864, Valencia
2373,Baptiste CHASTELIER,1998,FRA,855, 08 OCT 2023,896, Paris
2373,Baptiste CHASTELIER,1998,FRA,855, 10 JUN 2023,F, Montesson
2373,Baptiste CHASTELIER,1998,FRA,855, 03 JUN 2023,823, Stade Municipal
2373,Baptiste CHASTELIER,1998,FRA,855, 31 MAY 2023,800, Stade Bachelard
2373,Baptiste CHASTELIER,1998,FRA,855, 21 MAY 2023,829, Stade Henri Lux
2373,Baptiste CHASTELIER,1998,FRA,855, 07 MAY 2023,829, Stade Jacques Forestier
2373,Baptiste CHASTELIER,1998,FRA,855, 05 MAR 2023,896, Paris
2374,Ishida KAZUYOSHI,11 Dec 1981,JPN,855, 03 DEC 2023,854, Fukuoka
2374,Ishida KAZUYOSHI,11 Dec 1981,JPN,855, 19 NOV 2023,856, Kobe
2374,Ishida KAZUYOSHI,11 Dec 1981,JPN,855, 26 FEB 2023,841, Osaka
2375,Aimon SCULLION,14 Mar 1987,USA,854, 03 DEC 2023,922, Sacramento
2375,Aimon SCULLION,14 Mar 1987,USA,854, 17 APR 2023,787, Boston
2376,Edu PLA,22 Jun 1986,ESP,854, 03 DEC 2023,888, Valencia
2376,Edu PLA,22 Jun 1986,ESP,854, 22 OCT 2023,820, Valencia
2376,Edu PLA,22 Jun 1986,ESP,854, 30 SEP 2023,760, Valencia
2376,Edu PLA,22 Jun 1986,ESP,854, 17 JUN 2023,752, Estadi Olímpic Camilo Cano
2376,Edu PLA,22 Jun 1986,ESP,854, 15 JAN 2023,782, Valencia
2377,Matt KUSAK,,USA,854, 08 OCT 2023,829, Chicago
2378,Finn GROßE-FREESE,,GER,854, 29 OCT 2023,830, Frankfurt
2379,Damien TROQUENET,22 Jun 1983,PYF,854, 02 JUL 2023,874, Gold Coast - Oceania Marathon Championships
2379,Damien TROQUENET,22 Jun 1983,PYF,854, 18 FEB 2023,GW, Bathurst
2380,Marius TROMPETTER,1991,GER,854, 24 SEP 2023,836, Berlin
2381,Claudiu Cristian GORGAN,01 Feb 1990,ROU,854, 22 OCT 2023,847, Timisoara
2381,Claudiu Cristian GORGAN,01 Feb 1990,ROU,854, 15 OCT 2023,834, Bucureşti
2382,Honglin ZHANG,25 Feb 1980,CHN,854, 17 DEC 2023,868, Hangzhou
2382,Honglin ZHANG,25 Feb 1980,CHN,854, 29 OCT 2023,785, Beijing
2382,Honglin ZHANG,25 Feb 1980,CHN,854, 22 OCT 2023,807, Suzhou
2382,Honglin ZHANG,25 Feb 1980,CHN,854, 21 MAY 2023,802, Taiyuan
2382,Honglin ZHANG,25 Feb 1980,CHN,854, 22 APR 2023,841, Qingdao
2383,Andreas FOSSAN,,NOR,854, 16 SEP 2023,816, Oslo
2384,Troy CONLEY,,USA,854, 29 SEP 2024,866, Berlin
2384,Troy CONLEY,,USA,854, 15 APR 2024,842, Boston
2385,Takahiro TOMOGUCHI,1991,JPN,854, 03 DEC 2023,844, Fukuoka
2385,Takahiro TOMOGUCHI,1991,JPN,854, 05 FEB 2023,807, Beppu
2386,Nicolo' PETRIN,1993,ITA,854, 22 OCT 2023,853, Venezia
2386,Nicolo' PETRIN,1993,ITA,854, 23 APR 2023,807, Padova
2387,James O’NEILL,,AUS,854, 08 OCT 2023,851, Perth
2388,Liam WERRETT,,AUS,854, 15 OCT 2023,855, Cricket Ground
2388,Liam WERRETT,,AUS,854, 11 JUN 2023,780, Riverbend Park
2388,Liam WERRETT,,AUS,854, 09 MAR 2023,869, Riverbend Park
2388,Liam WERRETT,,AUS,854, 02 FEB 2023,797, Riverbend Park
2389,Seb ANTHONY,16 Feb 1997,GBR,853, 01 OCT 2023,764, Almaty
2389,Seb ANTHONY,16 Feb 1997,GBR,853, 14 JUL 2023,C, Almaty
2389,Seb ANTHONY,16 Feb 1997,GBR,853, 28 JUN 2023,833, Bislett Stadion
2389,Seb ANTHONY,16 Feb 1997,GBR,853, 21 JUN 2023,902, TSV Stadion
2389,Seb ANTHONY,16 Feb 1997,GBR,853, 10 JUN 2023,1039, Paula Radcliffe Stadium
2389,Seb ANTHONY,16 Feb 1997,GBR,853, 27 MAY 2023,983, Putbosstadion
2389,Seb ANTHONY,16 Feb 1997,GBR,853, 15 APR 2023,850, Putbosstadion
2389,Seb ANTHONY,16 Feb 1997,GBR,853, 14 APR 2023,835, Putbosstadion
2389,Seb ANTHONY,16 Feb 1997,GBR,853, 11 FEB 2023,B, L'Anneau-Halle d'athlétisme de Metz
2389,Seb ANTHONY,16 Feb 1997,GBR,853, 01 FEB 2023,1011, TipsArena
2389,Seb ANTHONY,16 Feb 1997,GBR,853, 21 JAN 2023,955, Vieglatlētikas manēža
2390,Vladislav SHCHUKIN,18 Oct 1991,RUS,853, 03 DEC 2023,901, Valencia
2390,Vladislav SHCHUKIN,18 Oct 1991,RUS,853, 23 SEP 2023,A, Lidingö - XC 30.0km
2390,Vladislav SHCHUKIN,18 Oct 1991,RUS,853, 29 AUG 2023,767, Olympiastadion
2390,Vladislav SHCHUKIN,18 Oct 1991,RUS,853, 03 JUN 2023,805, Stockholm
2390,Vladislav SHCHUKIN,18 Oct 1991,RUS,853, 31:48.19 ,808, Stockholm
2390,Vladislav SHCHUKIN,18 Oct 1991,RUS,853, 02 APR 2023,765, Berlin
2390,Vladislav SHCHUKIN,18 Oct 1991,RUS,853, 28 JAN 2023,791, Friidrottshall
2391,Antonio BURGOS,13 Dec 1994,ESP,853, 19 FEB 2023,873, Sevilla
2392,Espen SÆTHER,,NOR,853, 10 DEC 2023,793, Málaga
2392,Espen SÆTHER,,NOR,853, 16 SEP 2023,775, Oslo - Norwegian Marathon Ch.
2393,Mehdi CHAHDI,1987,FRA,853, 06 JUL 2024,848, Stade municipal JP Garchery
2393,Mehdi CHAHDI,1987,FRA,853, 26 JUN 2024,854, Stade Adolphe Cheron
2393,Mehdi CHAHDI,1987,FRA,853, 22 JUN 2024,811, Parc des Sports H. Longuet
2393,Mehdi CHAHDI,1987,FRA,853, 08 JUN 2024,861, Stade des Maradas
2393,Mehdi CHAHDI,1987,FRA,853, 29 MAY 2024,763, Stade Adolphe Cheron
2393,Mehdi CHAHDI,1987,FRA,853, 07 APR 2024,886, Paris
2393,Mehdi CHAHDI,1987,FRA,853, 03 MAR 2024,820, Paris
2393,Mehdi CHAHDI,1987,FRA,853, 04 FEB 2024,805, Stade Couvert Marie Curie
2394,Peng LI,10 May 1984,CHN,853, 10 DEC 2023,789, Guangzhou
2394,Peng LI,10 May 1984,CHN,853, 03 DEC 2023,824, Shenzhen
2394,Peng LI,10 May 1984,CHN,853, 29 OCT 2023,812, Beijing
2394,Peng LI,10 May 1984,CHN,853, 16 APR 2023,882, Wuhan
2394,Peng LI,10 May 1984,CHN,853, 19 MAR 2023,944, Chongqing
2394,Jakob HEINDL,1993,GER,853, 01 OCT 2023,824, Köln
2396,Cody JONES,,USA,853, 17 JUN 2023,839, Duluth
2397,Luke KEOGH,,USA,853, 17 APR 2023,865, Boston
2397,Luke KEOGH,,USA,853, 15 JAN 2023,832, Houston
2398,Marcus HUGHES,16 May 1986,AUS,853, 15 OCT 2023,847, Cricket Ground
2398,Marcus HUGHES,16 May 1986,AUS,853, 13 AUG 2023,804, Alexandra Headland
2399,Bryan RIGBY,17 Sep 1987,USA,852, 03 DEC 2023,768, Sacramento
2399,Bryan RIGBY,17 Sep 1987,USA,852, 17 JUN 2023,936, Duluth
2400,Craig CURLEY,21 May 1985,USA,852, 29 OCT 2023,906, Dublin
2400,Craig CURLEY,21 May 1985,USA,852, 17 SEP 2023,796, København
2400,Craig CURLEY,21 May 1985,USA,852, 14 MAY 2023,798, København
2400,Craig CURLEY,21 May 1985,USA,852, 02 APR 2023,893, København
2401,Korbinian VÖLKL,24 Feb 1991,GER,852, 29 SEP 2024,896, Berlin
2401,Korbinian VÖLKL,24 Feb 1991,GER,852, 14 APR 2024,809, Hannover
2402,Shosuke DOMON,05 Jul 1997,JPN,852, 03 DEC 2023,809, Fukuoka
2402,Shosuke DOMON,05 Jul 1997,JPN,852, 26 FEB 2023,793, Osaka
2402,Shosuke DOMON,05 Jul 1997,JPN,852, 05 FEB 2023,867, Beppu
2403,Alexandros SOUKOULIS,02 Jul 1999,GRE,852, 19 NOV 2023,B, Trikala - XC 10.0km
2403,Alexandros SOUKOULIS,02 Jul 1999,GRE,852, 11 NOV 2023,763, Athina - Greek Road Running Ch.
2403,Alexandros SOUKOULIS,02 Jul 1999,GRE,852, 09 JUL 2023,725, Panthessaliko Stadium
2403,Alexandros SOUKOULIS,02 Jul 1999,GRE,852, 08 JUL 2023,785, Panthessaliko Stadium
2403,Alexandros SOUKOULIS,02 Jul 1999,GRE,852, 13 MAY 2023,787, Municipal Stadium
2403,Alexandros SOUKOULIS,02 Jul 1999,GRE,852, 31:50.07 ,805, Municipal Stadium
2403,Alexandros SOUKOULIS,02 Jul 1999,GRE,852, 19 FEB 2023,883, Peace and Friendship Stadium
2403,Alexandros SOUKOULIS,02 Jul 1999,GRE,852, 18 FEB 2023,863, Peace and Friendship Stadium
2403,Alexandros SOUKOULIS,02 Jul 1999,GRE,852, 11 FEB 2023,F, Peace and Friendship Stadium
2403,Alexandros SOUKOULIS,02 Jul 1999,GRE,852, 11 FEB 2023,866, Peace and Friendship Stadium
2404,Thomas VILLEMIN,06 Mar 1995,FRA,852, 19 FEB 2023,915, Sevilla
2405,Dylan HERNANDEZ,12 Dec 1993,USA,852, 17 APR 2023,890, Boston
2405,Dylan HERNANDEZ,12 Dec 1993,USA,852, 02 APR 2023,801, Boston
2406,Sebastian TRAVELLA,,AUS,852, 08 OCT 2023,766, Perth
2406,Sebastian TRAVELLA,,AUS,852, 02 JUL 2023,807, Gold Coast
2407,Stephen DESVERNINE,,USA,852, 08 OCT 2023,887, Chicago
2408,Jarle WERMSKOG,,DEN,852, 29 SEP 2024,884, Berlin
2408,Jarle WERMSKOG,,DEN,852, 08 SEP 2024,821, Marienlyst Stadion
2409,Brad TENNICK,05 Jan 1992,AUS,852, 15 OCT 2023,883, Cricket Ground
2409,Brad TENNICK,05 Jan 1992,AUS,852, 13 AUG 2023,820, Alexandra Headland
2409,Brad TENNICK,05 Jan 1992,AUS,852, 11 JUN 2023,822, Riverbend Park
2410,Roberto PATUZZO,1994,ITA,852, DNF ,F, Riverbend Park
2410,Roberto PATUZZO,1994,ITA,852, 06 JAN 2023,GL, San Giorgio su Legnano - XC 10.0km
2411,Mariusz GIŻYŃSKI,26 Jun 1981,POL,852, 03 DEC 2023,873, Valencia
2411,Dennis DE KNIJFF,02 Jan 1986,NED,852, 03 DEC 2023,818, Valencia
2411,Dennis DE KNIJFF,02 Jan 1986,NED,852, 24 SEP 2023,873, Berlin
2411,Dennis DE KNIJFF,02 Jan 1986,NED,852, 16 APR 2023,832, Rotterdam
2411,Dennis DE KNIJFF,02 Jan 1986,NED,852, 19 FEB 2023,813, Sevilla
2413,Dean SAUTHOFF,,GER,852, 24 SEP 2023,836, Berlin
2413,Dean SAUTHOFF,,GER,852, 23 APR 2023,758, Hamburg
2414,Geraint WILLIAMS,,GBR,852, 03 DEC 2023,841, Valencia
2414,David SAVARD-GAGNON,16 Nov 1981,CAN,852, 17 APR 2023,841, Boston
2416,Bernd VAN SNICK,,BEL,852, 29 OCT 2023,864, Frankfurt
2416,Bernd VAN SNICK,,BEL,852, 08 OCT 2023,840, Eindhoven
2417,Lahcene FEKIH,1970,FRA,852, 03 DEC 2023,862, Valencia
2417,Lahcene FEKIH,1970,FRA,852, 08 OCT 2023,799, Paris
2417,Lahcene FEKIH,1970,FRA,852, 26 MAR 2023,779, Houilles - Open Event
2417,Lahcene FEKIH,1970,FRA,852, 05 MAR 2023,812, Paris
2418,Reinardus VAN WEL,1977,GER,852, 24 SEP 2023,847, Berlin
2419,Nicolas AZI,1988,FRA,851, 03 DEC 2023,899, Valencia
2419,Nicolas AZI,1988,FRA,851, 29 OCT 2023,785, Montereau
2420,Takaki MURAKAMI,18 Jun 2003,JPN,851, 03 DEC 2023,888, Hofu
2421,Marouane BERGHINI,,MAR,851, 30 APR 2023,883, Rabat
2422,Sergiu CIOBANU,10 Aug 1983,IRL,851, 19 NOV 2023,B, Gowran Park
2422,Sergiu CIOBANU,10 Aug 1983,IRL,851, 29 OCT 2023,839, Dublin
2422,Sergiu CIOBANU,10 Aug 1983,IRL,851, 27 AUG 2023,864, Larne
2422,Sergiu CIOBANU,10 Aug 1983,IRL,851, 19 FEB 2023,952, Sevilla
2423,Charles VAN CAUWENBERGHE,,BEL,851, 03 SEP 2023,797, Rotterdam
2423,Charles VAN CAUWENBERGHE,,BEL,851, 16 APR 2023,838, Rotterdam
2423,Charles VAN CAUWENBERGHE,,BEL,851, 12 MAR 2023,771, Den Haag
2424,Piotr COCIUC,,ROU,851, 23 APR 2023,809, Wien
2425,Borja HERNAZ,02 Feb 1991,ESP,851, 26 NOV 2023,GL, Alcobendas - XC 10.06km
2425,Borja HERNAZ,02 Feb 1991,ESP,851, 19 NOV 2023,GL, Soria - XC 8.801km
2425,Borja HERNAZ,02 Feb 1991,ESP,851, 25 JUN 2023,764, Estadio Vallehermoso
2425,Borja HERNAZ,02 Feb 1991,ESP,851, 27 MAY 2023,833, Pista atletismo Los Corrales
2425,Borja HERNAZ,02 Feb 1991,ESP,851, 14 MAY 2023,854, Santander
2425,Borja HERNAZ,02 Feb 1991,ESP,851, 15 APR 2023,800, Huelva
2425,Borja HERNAZ,02 Feb 1991,ESP,851, 11 MAR 2023,903, Laredo
2425,Borja HERNAZ,02 Feb 1991,ESP,851, 29 JAN 2023,887, Sevilla
2425,Borja HERNAZ,02 Feb 1991,ESP,851, 15 JAN 2023,849, Valencia
2426,Yifei ZHU,,CHN,850, 15 OCT 2023,889, Chizhou
2426,Yifei ZHU,,CHN,850, 11 JUN 2023,807, Lanzhou
2427,Connor MONTGOMERY,09 Aug 1998,USA,850, 03 DEC 2023,804, Sacramento
2427,Connor MONTGOMERY,09 Aug 1998,USA,850, 24 SEP 2023,810, Montréal
2428,Anthony MORGAN,20 Mar 1985,AUS,850, 02 DEC 2023,919, SOPAC
2428,Anthony MORGAN,20 Mar 1985,AUS,850, 04 NOV 2023,870, ES Marks Athletics Field
2428,Anthony MORGAN,20 Mar 1985,AUS,850, 31:38.24 ,821, ES Marks Athletics Field
2428,Anthony MORGAN,20 Mar 1985,AUS,850, 14 OCT 2023,826, SOPAC
2428,Anthony MORGAN,20 Mar 1985,AUS,850, 02 JUL 2023,875, Gold Coast - Oceania Marathon Championships
2428,Anthony MORGAN,20 Mar 1985,AUS,850, 11 JUN 2023,825, Riverbend Park
2428,Anthony MORGAN,20 Mar 1985,AUS,850, 11 FEB 2023,795, SOPAC Warm Up Arena
2429,Rodouane ALIMOKBEL,1986,FRA,850, 24 SEP 2023,827, Berlin
2430,Thomas HIGGS,31 May 1996,GBR,850, 01 OCT 2023,828, Cardiff
2430,Thomas HIGGS,31 May 1996,GBR,850, 31:46.32 ,810, Cardiff
2431,Naoyuki TAKAHASHI,22 Jul 1994,JPN,850, 15 OCT 2023,792, Tokyo
2432,Dan KELLY,,GBR,850, 03 DEC 2023,868, Valencia
2432,Dan KELLY,,GBR,850, 16 APR 2023,832, Rotterdam
2433,Luigi VIVIAN,05 Jul 1974,ITA,850, 19 NOV 2023,857, Verona
2433,Luigi VIVIAN,05 Jul 1974,ITA,850, 22 OCT 2023,843, Venezia
2433,Luigi VIVIAN,05 Jul 1974,ITA,850, 19 MAR 2023,867, Roma
2434,Michal MAJOROŠ,1986,CZE,850, 01 OCT 2023,852, Košice
2434,Michal MAJOROŠ,1986,CZE,850, 07 MAY 2023,774, Praha
2435,Claudio SOLLA,1982,ITA,849, 03 DEC 2023,930, Valencia
2435,Claudio SOLLA,1982,ITA,849, 15 OCT 2023,769, Telese Terme
2435,Claudio SOLLA,1982,ITA,849, 12 MAR 2023,B, Gubbio - XC 10.0km
2436,Saul CASTRO,05 Dec 1984,ESP,849, 19 NOV 2023,770, San Fernando de Maspalomas
2436,Saul CASTRO,05 Dec 1984,ESP,849, 27 MAY 2023,766, Pista atletismo Los Corrales
2436,Saul CASTRO,05 Dec 1984,ESP,849, 06 MAY 2023,878, Pistes d'atletisme Gaetà Huguet
2436,Saul CASTRO,05 Dec 1984,ESP,849, 11 MAR 2023,886, Laredo
2436,Saul CASTRO,05 Dec 1984,ESP,849, 29 JAN 2023,911, Sevilla
2436,Saul CASTRO,05 Dec 1984,ESP,849, 15 JAN 2023,897, Valencia
2437,Nate IZEWSKI,,USA,849, 08 OCT 2023,812, Chicago
2437,Nate IZEWSKI,,USA,849, 17 JUN 2023,887, Duluth
2438,Arlan ESTOBO,11 Jan 1997,PHI,849, 21 DEC 2023,743, Philsport Track Oval
2438,Arlan ESTOBO,11 Jan 1997,PHI,849, 31:46.80 ,809, Philsport Track Oval
2438,Arlan ESTOBO,11 Jan 1997,PHI,849, 11 NOV 2023,887, Dubai
2438,Arlan ESTOBO,11 Jan 1997,PHI,849, 04 NOV 2023,760, Philsport Track Oval
2438,Arlan ESTOBO,11 Jan 1997,PHI,849, 33:51.06 ,656, Philsport Track Oval
2438,Arlan ESTOBO,11 Jan 1997,PHI,849, 06 MAY 2023,D, Morodok Techo National Stadium
2439,Wellington BEZERRA DA SILVA,19 Jun 1988,BRA,849, 31 DEC 2023,764, São Paulo
2439,Wellington BEZERRA DA SILVA,19 Jun 1988,BRA,849, 29 OCT 2023,815, Luzern - World Military Championships
2439,Wellington BEZERRA DA SILVA,19 Jun 1988,BRA,849, 24 SEP 2023,883, Berlin
2439,Wellington BEZERRA DA SILVA,19 Jun 1988,BRA,849, 02 JUL 2023,F, Aterro do Flamengo
2439,Wellington BEZERRA DA SILVA,19 Jun 1988,BRA,849, 04 JUN 2023,F, Porto Alegre
2440,Ton HETTEMA,1984,NED,849, 26 NOV 2023,A, Tilburg - XC 10.0km
2440,Ton HETTEMA,1984,NED,849, 01 OCT 2023,759, Breda
2440,Ton HETTEMA,1984,NED,849, 03 SEP 2023,785, Rotterdam
2440,Ton HETTEMA,1984,NED,849, 29 JUL 2023,833, Atletiekbaan Breda
2440,Ton HETTEMA,1984,NED,849, 08 JUL 2023,812, Atletiekbaan Breda
2440,Ton HETTEMA,1984,NED,849, 25 JUN 2023,732, Sportcentrum Duffel
2440,Ton HETTEMA,1984,NED,849, 20 MAY 2023,782, Vughtse Sports Club Prins Hendrik
2441,Simone CORSINI,,ITA,849, 10 DEC 2023,873, Reggio Emilia
2441,Simone CORSINI,,ITA,849, 19 NOV 2023,826, Verona
2441,Simone CORSINI,,ITA,849, 12 MAR 2023,B, Gubbio - XC 10.0km
2442,Yuki HASHIMOTO,15 May 1992,JPN,849, 19 NOV 2023,830, Kobe
2442,Yuki HASHIMOTO,15 May 1992,JPN,849, 05 MAR 2023,905, Tokyo
2443,Ruben CONDE,,ESP,849, 29 SEP 2024,862, Berlin
2443,Ruben CONDE,,ESP,849, 18 FEB 2024,836, Sevilla
2444,Janne SILVENNOINEN,,FIN,849, 19 AUG 2023,836, Helsinki
2444,Janne SILVENNOINEN,,FIN,849, 30 APR 2023,831, Rhodes
2444,Luiz FERREIRA DE MESQUITA,25 Aug 1989,BRA,849, 26 NOV 2023,B, Parque Ecológico Municipal Jardim Esperança
2444,Luiz FERREIRA DE MESQUITA,25 Aug 1989,BRA,849, 30 JUL 2023,841, Sao Paolo
2446,Wayne SPIES,17 Sep 1972,AUS,849, 08 OCT 2023,853, Chicago
2446,Wayne SPIES,17 Sep 1972,AUS,849, 13 AUG 2023,800, Alexandra Headland
2446,Wayne SPIES,17 Sep 1972,AUS,849, 15 JAN 2023,886, Houston
2447,David SCHÖNHERR,09 Apr 1989,GER,849, 29 OCT 2023,848, Frankfurt
2447,David SCHÖNHERR,09 Apr 1989,GER,849, 16 APR 2023,829, Enschede
2448,Louis ROMAIN,,FRA,848, 08 OCT 2023,898, Chicago
2449,Bogdan DAMIAN,15 Sep 1988,ROU,848, 28 OCT 2023,B, Poiana Stampei - XC 10.0km
2450,Raoul JANKOWSKI,13 Jul 1991,GER,848, 23 APR 2023,805, Hamburg
2450,Raoul JANKOWSKI,13 Jul 1991,GER,848, 26 MAR 2023,914, Hannover
2451,Nico FUCHS,1995,GER,848, 01 OCT 2023,820, Köln
2451,Nico FUCHS,1995,GER,848, 26 MAR 2023,773, Hannover
2452,Kristian LINDROOS,18 May 1988,FIN,848, 14 OCT 2023,857, Vantaa
2452,Kristian LINDROOS,18 May 1988,FIN,848, 19 AUG 2023,763, Helsinki
2452,Kristian LINDROOS,18 May 1988,FIN,848, 07 MAY 2023,B, Helsinki - XC 10.0km
2452,Kristian LINDROOS,18 May 1988,FIN,848, 22 APR 2023,F, Helsinki
2452,Kristian LINDROOS,18 May 1988,FIN,848, 15 APR 2023,826, Pyhtää
2452,Ntokozo GUMEDE,20 May 1995,RSA,848, 03 JUN 2023,871, Gqeberha
2454,Guillaume DARQUENNE,,BEL,848, 29 OCT 2023,777, Luzern - World Military Championships
2454,Guillaume DARQUENNE,,BEL,848, 02 APR 2023,819, Milano
2454,Guillaume DARQUENNE,,BEL,848, 19 MAR 2023,786, Lille
2455,Hiroshi SHOZAKI,29 May 1989,JPN,848, 19 NOV 2023,861, Kobe
2456,Josh URBAN,,USA,848, 15 JAN 2023,844, Houston
2457,Quentin ROUSSEAUX,05 May 1994,FRA,848, 02 APR 2023,870, Valenciennes
2457,Quentin ROUSSEAUX,05 May 1994,FRA,848, 05 MAR 2023,889, Paris
2458,Joe BERGER,,CAN,848, 07 MAY 2023,853, Vancouver
2459,Gabriel MAIRHOFER,,AUT,848, 26 NOV 2023,848, Firenze
2460,Ashton GRISSOM,27 Oct 1996,USA,847, 03 DEC 2023,775, Sacramento
2460,Ashton GRISSOM,27 Oct 1996,USA,847, 17 JUN 2023,919, Duluth
2461,Tomasz MIKULSKI,30 Jan 1996,POL,847, 22 OCT 2023,798, Poznan
2462,Chao YU,23 Dec 1990,CHN,847, 29 OCT 2023,896, Beijing
2463,Juri ASAYAMA,26 Jun 1988,JPN,847, 21 MAY 2023,778, Municipal Stadium
2463,Juri ASAYAMA,26 Jun 1988,JPN,847, 05 FEB 2023,887, Marugame
2464,Alberto GUTIERREZ,23 Oct 1981,ESP,847, 14 MAY 2023,808, Santander
2464,Alberto GUTIERREZ,23 Oct 1981,ESP,847, 19 FEB 2023,865, Sevilla
2465,Leonardo SANABRIA,02 Nov 1982,COL,847, 08 OCT 2023,807, Chicago
2465,Leonardo SANABRIA,02 Nov 1982,COL,847, 17 APR 2023,772, Boston
2466,Pablo ROMEO,,ESP,847, 03 DEC 2023,885, Valencia
2466,Pablo ROMEO,,ESP,847, 22 OCT 2023,810, Valencia
2467,Yuta MIHARA,23 Jan 1989,JPN,847, 03 DEC 2023,882, Fukuoka
2467,Yuta MIHARA,23 Jan 1989,JPN,847, 05 MAR 2023,897, Tokyo
2467,Yuta MIHARA,23 Jan 1989,JPN,847, 29 JAN 2023,771, Osaka Half Marathon Course
2468,Francisco FERNÁNDEZ,,ESP,847, 29 OCT 2023,815, Málaga
2468,Francisco FERNÁNDEZ,,ESP,847, 19 FEB 2023,796, Sevilla
2469,Santiago CASILLAS,,MEX,847, 03 DEC 2023,872, Valencia
2470,Robert GOMEZ,1983,USA,847, 05 NOV 2023,825, New York
2470,Robert GOMEZ,1983,USA,847, 17 APR 2023,870, Boston
2471,Markus LIWING,29 Nov 1989,SWE,847, 03 DEC 2023,870, Valencia
2471,Markus LIWING,29 Nov 1989,SWE,847, 23 SEP 2023,A, Lidingö - XC 30.0km
2472,Anthony RENOU,1994,FRA,847, 03 DEC 2023,858, Valencia
2472,Anthony RENOU,1994,FRA,847, 22 OCT 2023,763, Cholet
2473,Vitalii KUZNETSOV,18 Feb 1996,UKR,847, 14 OCT 2023,B, Smiltynė - XC 11.112km
2473,Vitalii KUZNETSOV,18 Feb 1996,UKR,847, 02 SEP 2023,759, Valmiera
2473,Vitalii KUZNETSOV,18 Feb 1996,UKR,847, 05 AUG 2023,837, Kuldiga
2473,Vitalii KUZNETSOV,18 Feb 1996,UKR,847, 29 JUL 2023,804, Jelgava
2473,Vitalii KUZNETSOV,18 Feb 1996,UKR,847, 21 MAY 2023,805, 10km &5km
2473,Vitalii KUZNETSOV,18 Feb 1996,UKR,847, 23 APR 2023,850, Kaunas
2474,Kok Wai TSE,10 Sep 1988,HKG,847, 05 NOV 2023,839, New York
2474,Kok Wai TSE,10 Sep 1988,HKG,847, 05 MAR 2023,860, Tokyo
2474,Kok Wai TSE,10 Sep 1988,HKG,847, 12 FEB 2023,780, Hong Kong
2475,Noah STEFFEN,,USA,847, 11 MAY 2024,856, Grand Rapids
2475,Noah STEFFEN,,USA,847, 03 FEB 2024,838, Orlando
2476,Michael BRADY,,USA,847, 17 APR 2023,855, Boston
2477,Matthew HILLARD,,USA,847, 17 APR 2023,851, Boston
2478,Tatsuki SHIMAYA,14 Oct 1996,JPN,847, 03 DEC 2023,844, Fukuoka
2478,Tatsuki SHIMAYA,14 Oct 1996,JPN,847, 12 FEB 2023,812, Ishin Me-Life Stadium
2479,Brandon DIMITRI,,USA,846, 17 APR 2023,781, Boston
